,RAW DATA,,,,,
557,Introduction to Typography,California Institute of the Arts,COURSE,4.80,Beginner,"72,000.00"
558,Managing Social and Human Capital,University of Pennsylvania,COURSE,4.50,Beginner,"27,000.00"
559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.90,Mixed,"81,000.00"
560,Engineering Project Management: Initiating and Planning,Rice University,COURSE,4.70,Beginner,"23,000.00"
561,Algorithmic Toolbox,University of California San Diego,COURSE,4.70,Intermediate,"220,000.00"
562,Implementación del Marketing Mix,IE Business School,SPECIALIZATION,4.70,Beginner,"23,000.00"
563,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.30,Beginner,"52,000.00"
564,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,COURSE,4.70,Intermediate,"57,000.00"
565,Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,COURSE,4.40,Beginner,"88,000.00"
566,Customer Segmentation and Prospecting,Northwestern University,COURSE,4.70,Beginner,"18,000.00"
567,Geopolítica y gobernanza global: riesgos y oportunidades,ESADE Business and Law School,COURSE,4.80,Mixed,"34,000.00"
568,Getting Started with AWS Machine Learning,Amazon Web Services,COURSE,4.50,Intermediate,"73,000.00"
569,Foundations of Marketing Analytics,Emory University,SPECIALIZATION,4.20,Intermediate,"27,000.00"
570,"Epidemics, Pandemics and Outbreaks",University of Pittsburgh,COURSE,4.70,Mixed,"23,000.00"
571,IBM AI Enterprise Workflow,IBM,SPECIALIZATION,4.40,Advanced,"3,500.00"
572,Industrial IoT on Google Cloud Platform,Google Cloud,COURSE,4.50,Beginner,"34,000.00"
573,Architecting with Google Kubernetes Engine 日本語版,Google Cloud,SPECIALIZATION,4.50,Beginner,"3,900.00"
574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.80,Beginner,"4,200.00"
575,Mastering Final Cut Pro,LearnQuest,COURSE,4.60,Beginner,"8,400.00"
576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.90,Intermediate,"9,400.00"
577,Leadership in 21st Century Organizations,Copenhagen Business School,COURSE,4.70,Mixed,"34,000.00"
578,Global Environmental Management,Technical University of Denmark (DTU),COURSE,4.60,Intermediate,"22,000.00"
579,International Law in Action: A Guide to the International Courts and Tribunals in The Hague,Universiteit Leiden,COURSE,4.80,Mixed,"36,000.00"
580,Sports and Society,Duke University,COURSE,4.80,Mixed,"16,000.00"
581,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,COURSE,4.70,Mixed,"49,000.00"
582,Interviewing and Resume Writing in English,"University of Maryland, College Park",SPECIALIZATION,4.60,Intermediate,"66,000.00"
583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.60,Beginner,"9,400.00"
584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.60,Beginner,"200,000.00"
585,Machine Learning for All,University of London,COURSE,4.60,Beginner,"19,000.00"
586,Julia Scientific Programming,University of Cape Town,COURSE,4.50,Beginner,"22,000.00"
587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.90,Mixed,"29,000.00"
588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.80,Beginner,"11,000.00"
589,Version Control with Git,Atlassian,COURSE,4.80,Mixed,"40,000.00"
590,Autodesk Certified Professional: Revit for Architectural Design Exam Prep,Autodesk,COURSE,4.70,Advanced,"9,700.00"
591,Excel Skills for Business: Advanced,Macquarie University,COURSE,4.70,Intermediate,"39,000.00"
592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.50,Intermediate,"9,200.00"
593,International migrations: a global issue,Sciences Po,COURSE,4.60,Beginner,"11,000.00"
594,Introduction to Cloud Computing,IBM,COURSE,4.60,Beginner,"2,600.00"
595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.80,Beginner,"25,000.00"
596,Healthcare Organization Operations,Rutgers the State University of New Jersey,SPECIALIZATION,4.60,Beginner,"5,500.00"
597,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.80,Intermediate,"59,000.00"
598,"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.80,Beginner,"110,000.00"
599,Democracia y decisiones públicas. Introducción al análisis de políticas públicas,Universitat Autònoma de Barcelona,COURSE,4.80,Beginner,"44,000.00"
600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.80,Beginner,"68,000.00"
601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.40,Beginner,"5,600.00"
602,Bayesian Statistics: Techniques and Models,"University of California, Santa Cruz",COURSE,4.80,Intermediate,"29,000.00"
603,Using Python to Interact with the Operating System,Google,COURSE,4.70,Beginner,"19,000.00"
604,Accounting Analytics,University of Pennsylvania,COURSE,4.50,Mixed,"80,000.00"
605,Data Analytics for Lean Six Sigma,University of Amsterdam,COURSE,4.80,Beginner,"24,000.00"
606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.80,Beginner,"23,000.00"
607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.50,Beginner,"69,000.00"
608,Introduction to Blockchain Technologies,INSEAD,COURSE,4.70,Beginner,"16,000.00"
609,How to Start Your Own Business,Michigan State University,SPECIALIZATION,4.10,Beginner,"34,000.00"
610,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.30,Intermediate,"24,000.00"
611,Business English,Arizona State University,SPECIALIZATION,4.70,Intermediate,"38,000.00"
612,Access Controls,(ISC)²,COURSE,4.60,Beginner,"2,900.00"
613,English Composition I,Duke University,COURSE,4.60,Beginner,"200,000.00"
614,User Interface Design,University of Minnesota,SPECIALIZATION,4.60,Intermediate,"43,000.00"
615,International Marketing & Cross Industry Growth,Yonsei University,SPECIALIZATION,4.60,Beginner,"26,000.00"
616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.70,Mixed,"33,000.00"
617,Introduction to Portfolio Construction and Analysis with Python,EDHEC Business School,COURSE,4.80,Mixed,"11,000.00"
618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.20,Beginner,"12,000.00"
619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.90,Beginner,"12,000.00"
620,Introduction to Breast Cancer,Yale University,COURSE,4.90,Mixed,"27,000.00"
621,Computer Security and Systems Management,University of Colorado System,SPECIALIZATION,4.60,Beginner,"27,000.00"
622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.80,Mixed,"15,000.00"
623,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,COURSE,4.80,Beginner,"20,000.00"
624,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,COURSE,4.80,Beginner,"5,600.00"
625,Introduction to Web Development,"University of California, Davis",COURSE,4.70,Beginner,"76,000.00"
626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.80,Intermediate,"39,000.00"
627,Dermatology: Trip to skin,Novosibirsk State University,COURSE,4.40,Beginner,"8,200.00"
628,Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.70,Mixed,"150,000.00"
629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.70,Mixed,"47,000.00"
630,Applied Machine Learning in Python,University of Michigan,COURSE,4.60,Intermediate,"150,000.00"
631,AWS Fundamentals: Addressing Security Risk,Amazon Web Services,COURSE,4.30,Beginner,"11,000.00"
632,Roman Architecture,Yale University,COURSE,4.90,Beginner,"30,000.00"
633,Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.60,Beginner,"180,000.00"
634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.70,Beginner,"5,200.00"
635,A Life of Happiness and Fulfillment,Indian School of Business,COURSE,4.80,Mixed,"320,000.00"
636,Egiptología (Egyptology),Universitat Autònoma de Barcelona,COURSE,4.90,Beginner,"46,000.00"
637,Applied Data Science Capstone,IBM,COURSE,4.70,Intermediate,"42,000.00"
638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.90,Intermediate,"3,900.00"
639,Japanese for beginners 1,Saint Petersburg State University,COURSE,4.60,Beginner,"4,400.00"
640,Implementing RPA with Cognitive Automation and Analytics,Automation Anywhere,SPECIALIZATION,4.60,Beginner,"2,200.00"
641,Econometrics: Methods and Applications,Erasmus University Rotterdam,COURSE,4.70,Mixed,"110,000.00"
642,Basic Statistics,University of Amsterdam,COURSE,4.60,Beginner,"180,000.00"
643,Global Energy and Climate Policy,SOAS University of London,COURSE,4.50,Beginner,"10,000.00"
644,Developing Applications with Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.80,Intermediate,"4,000.00"
645,Boosting Creativity for Innovation,HEC Paris,COURSE,4.90,Beginner,"9,500.00"
646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.60,Beginner,"40,000.00"
647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.90,Mixed,"33,000.00"
648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.30,Advanced,"60,000.00"
649,Introduction to Embedded Systems Software and Development Environments,University of Colorado Boulder,COURSE,4.50,Intermediate,"41,000.00"
650,Gestión de organizaciones efectivas,Pontificia Universidad Católica de Chile,COURSE,4.70,Mixed,"47,000.00"
651,Arts and Culture Strategy,National Arts Strategies,COURSE,4.60,Mixed,"15,000.00"
652,Mountains 101,University of Alberta,COURSE,4.90,Mixed,"44,000.00"
653,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.50,Intermediate,"7,300.00"
654,Leadership Development for Engineers,Rice University,SPECIALIZATION,4.70,Beginner,"17,000.00"
655,Code Yourself! An Introduction to Programming,The University of Edinburgh,COURSE,4.70,Beginner,"120,000.00"
656,Leading Healthcare Quality and Safety,The George Washington University,COURSE,4.80,Beginner,"16,000.00"
657,Stories of Infection,Stanford University,COURSE,4.90,Intermediate,"28,000.00"
658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.70,Mixed,"35,000.00"
659,"Introduction to Trading, Machine Learning & GCP",New York Institute of Finance,COURSE,4.00,Intermediate,"13,000.00"
660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.60,Beginner,"22,000.00"
661,ADHD: Everyday Strategies for Elementary Students,University at Buffalo,COURSE,4.70,Beginner,"39,000.00"
662,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.50,Beginner,"31,000.00"
663,Antibiotic Stewardship,Stanford University,COURSE,4.50,Advanced,"11,000.00"
664,Introduction to CSS3,University of Michigan,COURSE,4.80,Mixed,"84,000.00"
665,Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.70,Intermediate,"79,000.00"
666,The Technology of Music Production,Berklee College of Music,COURSE,4.80,Beginner,"28,000.00"
667,Internet Connection: How to Get Online?,Cisco,COURSE,4.70,Beginner,"36,000.00"
668,Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.90,Beginner,"8,900.00"
669,Marketing Verde,Universidad de los Andes,COURSE,4.80,Mixed,"58,000.00"
670,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.50,Beginner,"22,000.00"
671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.80,Beginner,"47,000.00"
672,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,COURSE,4.80,Beginner,"61,000.00"
673,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.80,Beginner,"25,000.00"
674,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,COURSE,4.60,Beginner,"17,000.00"
675,Diseño Instruccional: Aprendizaje activo y Pedagogía digital,Tecnológico de Monterrey,SPECIALIZATION,4.60,Beginner,"4,000.00"
676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.80,Beginner,"29,000.00"
677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.60,Mixed,"19,000.00"
678,Cuidado de heridas en el ámbito hospitalario,Universidad Nacional Autónoma de México,COURSE,4.80,Intermediate,"26,000.00"
679,Data Engineering on Google Cloud Platform 日本語版,Google Cloud,SPECIALIZATION,4.40,Intermediate,"3,000.00"
680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.70,Beginner,"17,000.00"
681,Getting Started With Music Theory,Michigan State University,COURSE,4.50,Beginner,"59,000.00"
682,Financial Reporting,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.80,Intermediate,"12,000.00"
683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.70,Advanced,"68,000.00"
684,Write Your First Novel,Michigan State University,COURSE,4.40,Beginner,"18,000.00"
685,Nanotechnology: A Maker’s Course,Duke University,COURSE,4.80,Mixed,"21,000.00"
686,Data Visualization and Communication with Tableau,Duke University,COURSE,4.70,Mixed,"130,000.00"
687,Biohacking Your Brain's Health,Emory University,COURSE,4.60,Beginner,"35,000.00"
688,Bugs 101: Insect-Human Interactions,University of Alberta,COURSE,4.90,Beginner,"15,000.00"
689,Introduction to Intellectual Property,University of Pennsylvania,COURSE,4.80,Beginner,"6,000.00"
690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.70,Intermediate,"12,000.00"
691,"Corrección, estilo y  variaciones de la lengua española",Universitat Autònoma de Barcelona,COURSE,4.60,Beginner,"75,000.00"
692,Practical Time Series Analysis,The State University of New York,COURSE,4.60,Intermediate,"39,000.00"
693,Esports,"University of California, Irvine",SPECIALIZATION,4.50,Beginner,"1,800.00"
694,Geopolitics of Europe,Sciences Po,COURSE,4.30,Mixed,"19,000.00"
695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.70,Beginner,"61,000.00"
696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.80,Beginner,"59,000.00"
697,Discrete Optimization,The University of Melbourne,COURSE,4.90,Intermediate,"40,000.00"
698,From the Big Bang to Dark Energy,The University of Tokyo,COURSE,4.80,Beginner,"52,000.00"
699,Liderazgo efectivo para el siglo XXI,Universidad de los Andes,SPECIALIZATION,4.80,Intermediate,"23,000.00"
700,Homeland Security and Cybersecurity,University of Colorado System,SPECIALIZATION,4.70,Beginner,"5,500.00"
701,International Cyber Conflicts,The State University of New York,COURSE,4.40,Mixed,"25,000.00"
702,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Autodesk,COURSE,4.70,Advanced,"22,000.00"
703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.60,Beginner,"83,000.00"
704,Entrepreneurship 3: Growth Strategies,University of Pennsylvania,COURSE,4.70,Beginner,"31,000.00"
705,Fundamentos de la escritura,Tecnológico de Monterrey,COURSE,4.60,Beginner,"47,000.00"
706,Modeling Risk and Realities,University of Pennsylvania,COURSE,4.60,Mixed,"36,000.00"
707,Ecosystem Services: a Method for Sustainable Development,University of Geneva,COURSE,4.70,Intermediate,"16,000.00"
708,Epigenetic Control of Gene Expression,The University of Melbourne,COURSE,4.80,Mixed,"35,000.00"
709,Communication Skills for Engineers,Rice University,SPECIALIZATION,4.70,Beginner,"15,000.00"
710,Gut Check: Exploring Your Microbiome,University of California San Diego,COURSE,4.70,Mixed,"62,000.00"
711,Diseño y Creación de un Emprendimiento Social,Pontificia Universidad Católica de Chile,COURSE,4.90,Beginner,"21,000.00"
712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.70,Beginner,"14,000.00"
713,Introduction to Business Analytics: Communicating with Data,University of Illinois at Urbana-Champaign,COURSE,4.70,Intermediate,"14,000.00"
714,Corporate Strategy,UCL School of Management,COURSE,4.80,Beginner,"7,800.00"
715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.60,Beginner,"36,000.00"
716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.70,Beginner,"14,000.00"
717,"Globalization, Economic Growth and Stability",IE Business School,SPECIALIZATION,4.80,Intermediate,"44,000.00"
718,Chemicals and Health,Johns Hopkins University,COURSE,4.70,Beginner,"23,000.00"
719,Blockchain: Foundations and Use Cases,ConsenSys Academy,COURSE,4.70,Beginner,"31,000.00"
720,Developing Industrial Internet of Things,University of Colorado Boulder,SPECIALIZATION,4.60,Intermediate,"8,000.00"
721,Foundations of Business Strategy,University of Virginia,COURSE,4.80,Beginner,"63,000.00"
722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.50,Beginner,"16,000.00"
723,Introduction to Cyber Attacks,New York University,COURSE,4.70,Beginner,"27,000.00"
724,Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.70,Beginner,"150,000.00"
725,Corporate & Commercial Law I: Contracts & Employment Law,University of Illinois at Urbana-Champaign,COURSE,4.80,Intermediate,"10,000.00"
726,Chicken Behaviour and Welfare,The University of Edinburgh,COURSE,4.70,Mixed,"19,000.00"
727,Accounting for Decision Making,University of Michigan,COURSE,4.80,Intermediate,"9,900.00"
728,Construction Cost Estimating and Cost Control,Columbia University,COURSE,4.70,Beginner,"19,000.00"
729,Introduction to Self-Driving Cars,University of Toronto,COURSE,4.80,Advanced,"39,000.00"
730,Cuidados y procedimientos generales en la atención del recién nacido,Universidad de Chile,COURSE,4.80,Intermediate,"22,000.00"
731,Project Execution,"University of California, Irvine",COURSE,4.20,Beginner,"70,000.00"
732,Programming Fundamentals,Duke University,COURSE,4.70,Beginner,"19,000.00"
733,Emerging Technologies: From Smartphones to IoT to Big Data,Yonsei University,SPECIALIZATION,4.60,Beginner,"17,000.00"
734,Getting Started with Go,"University of California, Irvine",COURSE,4.60,Intermediate,"59,000.00"
735,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,COURSE,4.80,Beginner,"4,100.00"
736,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,COURSE,4.80,Beginner,"31,000.00"
737,Chinese for HSK 1,Peking University,COURSE,4.80,Beginner,"22,000.00"
738,Business English: Networking,University of Washington,COURSE,4.70,Intermediate,"77,000.00"
739,Health Information Literacy for Data Analytics,"University of California, Davis",SPECIALIZATION,4.50,Intermediate,"5,400.00"
740,Global Trends for Business and Society,University of Pennsylvania,COURSE,4.80,Mixed,"7,600.00"
741,Introdução aos Princípios e Práticas da Gestão De Projetos,Universidade de São Paulo,SPECIALIZATION,4.90,Beginner,"4,500.00"
742,Fundamentos Empresariales,University of Pennsylvania,SPECIALIZATION,4.60,Beginner,"25,000.00"
743,A Crash Course in Causality:  Inferring Causal Effects from Observational Data,University of Pennsylvania,COURSE,4.70,Intermediate,"17,000.00"
744,Introduction to User Experience Principles and Processes,University of Michigan,COURSE,4.80,Beginner,"16,000.00"
745,Introduction to Electronics,Georgia Institute of Technology,COURSE,4.70,Mixed,"110,000.00"
746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.80,Beginner,"49,000.00"
747,"Innovation Through Design: Think, Make, Break, Repeat",The University of Sydney,COURSE,4.80,Beginner,"10,000.00"
748,Improving Leadership & Governance in Nonprofit Organizations,Luther College at the University of Regina,SPECIALIZATION,4.40,Beginner,"18,000.00"
749,Strategy and Sustainability,IESE Business School,COURSE,4.60,Beginner,"11,000.00"
750,"L'impact investing, la finance qui change le monde",ESSEC Business School,SPECIALIZATION,4.60,Beginner,"6,300.00"
751,Blended Language Learning: Design and Practice for Teachers,University of Colorado Boulder,COURSE,4.80,Intermediate,"1,900.00"
752,Analysing: Numeric and digital literacies,Macquarie University,SPECIALIZATION,4.60,Beginner,"7,900.00"
753,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,COURSE,4.70,Mixed,"66,000.00"
754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.80,Advanced,"12,000.00"
755,"Leading for Equity, Diversity and Inclusion in Higher Education",University of Michigan,COURSE,4.70,Intermediate,"5,900.00"
756,Developing Your Musicianship,Berklee College of Music,COURSE,4.80,Mixed,"41,000.00"
757,Guitar for Beginners,Berklee College of Music,COURSE,4.80,Mixed,"210,000.00"
758,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),COURSE,4.70,Mixed,"33,000.00"
759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.80,Beginner,"11,000.00"
760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.80,Beginner,"24,000.00"
761,Global Financing Solutions  (by EDHEC and Société Générale),EDHEC Business School,COURSE,4.60,Intermediate,"3,600.00"
762,Intercultural Management,ESCP Business School,COURSE,4.60,Beginner,"6,500.00"
763,Sample-based Learning Methods,University of Alberta,COURSE,4.80,Intermediate,"6,800.00"
764,Dairy Production and Management,The Pennsylvania State University,COURSE,4.80,Mixed,"23,000.00"
765,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.80,Beginner,"3,200.00"
766,Introduction to Statistics & Data Analysis in Public Health,Imperial College London,COURSE,4.70,Beginner,"12,000.00"
767,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.30,Mixed,"140,000.00"
768,The Changing Global Order,Universiteit Leiden,COURSE,4.70,Intermediate,"23,000.00"
769,Love as a Force for Social Justice,Stanford University,COURSE,4.70,Beginner,"14,000.00"
770,Enterprise Architecture,Peter the Great St. Petersburg Polytechnic University,COURSE,4.40,Beginner,"2,400.00"
771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.80,Beginner,"7,700.00"
772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.80,Beginner,"110,000.00"
773,Effective Compliance Programs,University of Pennsylvania,COURSE,4.90,Mixed,"3,400.00"
774,Introduction to Imagemaking,California Institute of the Arts,COURSE,4.50,Beginner,"54,000.00"
775,Foundations of Everyday Leadership,University of Illinois at Urbana-Champaign,COURSE,4.80,Mixed,"62,000.00"
776,Becoming a Sports Agent,Case Western Reserve University,COURSE,4.70,Beginner,"6,500.00"
777,Cloud Computing Basics (Cloud 101),LearnQuest,COURSE,4.50,Beginner,"37,000.00"
778,Finance for Non-Financial Managers,Emory University,COURSE,4.40,Intermediate,"12,000.00"
779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.90,Intermediate,"76,000.00"
780,Introduction to Computer Programming,"Goldsmiths, University of London",COURSE,4.30,Beginner,"20,000.00"
781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.70,Beginner,"16,000.00"
782,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles,Pontificia Universidad Católica de Chile,COURSE,4.80,Intermediate,"33,000.00"
783,Data Collection and Processing with Python,University of Michigan,COURSE,4.70,Intermediate,"19,000.00"
784,Music Business Foundations,Berklee College of Music,COURSE,4.90,Mixed,"34,000.00"
785,Hacia una práctica constructivista en el aula,Pontificia Universidad Católica de Chile,COURSE,4.80,Mixed,"62,000.00"
786,Learn English,Tsinghua University,SPECIALIZATION,4.30,Beginner,"22,000.00"
787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.80,Intermediate,"17,000.00"
788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.80,Mixed,"53,000.00"
789,El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Universidad Austral,COURSE,5.00,Beginner,"1,500.00"
790,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.80,Intermediate,"170,000.00"
791,Magic in the Middle Ages,Universitat de Barcelona,COURSE,4.60,Beginner,"78,000.00"
792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.70,Intermediate,"15,000.00"
793,"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,SPECIALIZATION,4.70,Beginner,"150,000.00"
794,Construction Scheduling,Columbia University,COURSE,4.80,Beginner,"15,000.00"
795,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",COURSE,4.70,Beginner,"12,000.00"
796,Managing Your Health: The Role of Physical Therapy and Exercise,University of Toronto,COURSE,4.60,Beginner,"47,000.00"
797,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,COURSE,4.80,Mixed,"8,100.00"
798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.80,Intermediate,"30,000.00"
799,Antimicrobial resistance - theory and methods,Technical University of Denmark (DTU),COURSE,4.60,Intermediate,"63,000.00"
800,Cómo hablar bien en público,Universitat Autònoma de Barcelona,COURSE,4.80,Beginner,"55,000.00"
801,Strategic Management,Copenhagen Business School,COURSE,4.70,Mixed,"58,000.00"
802,Gender and Sexuality: Diversity and Inclusion in the Workplace,University of Pittsburgh,COURSE,4.70,Beginner,"14,000.00"
803,Hardware Description Languages for FPGA Design,University of Colorado Boulder,COURSE,4.20,Intermediate,"7,400.00"
804,Data Visualization with Advanced Excel,PwC,COURSE,4.80,Beginner,"60,000.00"
805,Influencer Marketing Strategy,Rutgers the State University of New Jersey,COURSE,4.40,Intermediate,"12,000.00"
806,Dentistry 101,University of Michigan,COURSE,4.70,Beginner,"4,500.00"
807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.40,Intermediate,"8,500.00"
808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.70,Beginner,"22,000.00"
809,Become a Sustainable Business Change Agent,University of Colorado System,SPECIALIZATION,4.70,Intermediate,"4,200.00"
810,Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.60,Beginner,"12,000.00"
811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.80,Beginner,"67,000.00"
812,Data Analysis and Interpretation,Wesleyan University,SPECIALIZATION,4.40,Beginner,"100,000.00"
813,Decision-Making and Scenarios,University of Pennsylvania,COURSE,4.60,Mixed,"31,000.00"
814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.80,Beginner,"20,000.00"
815,Control of Mobile Robots,Georgia Institute of Technology,COURSE,4.80,Mixed,"49,000.00"
816,BIM Fundamentals for Engineers,National Taiwan University,COURSE,4.60,Beginner,"13,000.00"
817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.60,Beginner,"13,000.00"
818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.60,Mixed,"50,000.00"
819,Aboriginal Worldviews and Education,University of Toronto,COURSE,4.70,Mixed,"6,600.00"
820,Curanderismo: Traditional Healing Using Plants,University of New Mexico,COURSE,4.60,Beginner,"5,500.00"
821,Cybersecurity and Its Ten Domains,University System of Georgia,COURSE,4.20,Beginner,"140,000.00"
822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.70,Beginner,"9,500.00"
823,Quantitative Methods,University of Amsterdam,COURSE,4.70,Mixed,"69,000.00"
824,Building Your Leadership Skills,HEC Paris,COURSE,4.50,Mixed,"67,000.00"
825,Advertising and Society,Duke University,COURSE,4.80,Mixed,"14,000.00"
826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.60,Beginner,"1,700.00"
827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.90,Beginner,"3,000.00"
828,AWS Fundamentals: Migrating to the Cloud,Amazon Web Services,COURSE,4.50,Intermediate,"13,000.00"
829,What future for education?,UCL Institute of Education,COURSE,4.70,Mixed,"35,000.00"
830,Introduction to Ableton Live,Berklee College of Music,COURSE,4.80,Mixed,"60,000.00"
831,Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.60,Mixed,"240,000.00"
832,EMT Foundations,University of Colorado System,COURSE,4.80,Beginner,"7,100.00"
833,Russian Alphabet,Saint Petersburg State University,COURSE,4.70,Beginner,"3,200.00"
834,Internet Giants: The Law and Economics of Media Platforms,The University of Chicago,COURSE,4.80,Mixed,"38,000.00"
835,Global Financial Markets and Instruments,Rice University,COURSE,4.60,Mixed,"37,000.00"
